Chargecode,Description,CPT/HCPCS,Fee
2161994,COUPLER VASCULAR FLOW COUPLER MICRO OD2 MM DOPPLER,,"3,800.00"
2161995,COUPLER VASCULAR FLOW COUPLER MICRO OD2.5 MM DOPPLER,,"3,800.00"
2161996,COUPLER VASCULAR FLOW COUPLER MICRO OD3 MM DOPPLER,,"3,800.00"
2161997,COUPLER VASCULAR FLOW COUPLER MICRO OD3.5 MM DOPPLER,,"3,800.00"
2161999,SYSTEM EXTRACTION ALEXIS KII 14CM BAG BALLOON,,840.00
2162000,RETRACTOR ALEXIS O2XL RETRACTIONRING 11 17CM INCISION WOUND,,500.00
2162001,CATHETER BALLOON DILATATION BALLOON 90CM 20MM 6MM OTW,C1725,"3,700.00"
2162002,ADI-25-05 ADIPREP PROCEDURE PCK,,"9,000.00"
2162003,TROCAR LAPAROSCOPIC KII 100MM15MM ABDMNL OPTICAL ACCESS SYS,,208.00
2162004,TROCAR LAPAROSCOPIC KII 100MM 12MM ABDMINL BALLOON BLUNTTIP,,112.00
2162007,TROCAR LAPAROSCOPIC KII FIOS 150MM5MM ABDOMINAL,,88.00
2162008,TROCAR LAPAROSCOPICKIIFIOS 100MM5MM ABDMNL OPTICL ACCESSSYS,,88.00
2162009,GRAFT CARDIOVASC GELWEAVE 30MM 4BRANCH 40CM15CM AORTIC ARCH,C1768,"6,694.00"
2162010,GRAFT CARDIOVASCULAR VASCUTEK 50CM15CM30MM10MM,C1768,"7,956.00"
2162011,GRAFT CARDIOVAS SIENA GELWEAVE 4BRANCH 50CM15CM10MM26MM,C1768,"7,956.00"
2162012,GRAFT CARDIOVAS GELWEAVE 3BRANCH 40CM 15CM 10 8 8 8MM 34MM,C1768,"6,694.00"
2162013,GRAFT CARDIOVASCULAR GELWEAVE 4BRANCH 50CM 15CM 10MM 26MM,C1768,"6,694.00"
2162014,GRAFT ENDOVASC ZENITH 2 BRANCH 76MM 28MM 12MM 8.1MM ID20 FR,,"44,000.00"
2162020,"PROPEL PUTTY, SMALL",,700.00
2162024,PUNCH AORTIC OD2.5 MM LONG HANDLE,,134.00
2162025,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM40MM75CM20MM,C1876,"5,824.00"
2162026,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM80MM75CM20MM,C1876,"5,824.00"
2162027,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM45MM75CM22MM,C1876,"5,824.00"
2162028,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM70MM75CM22MM,C1876,"5,824.00"
2162029,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM 45 MM75CM24MM,C1876,"5,824.00"
2162030,STENT ENDOPROSTHESIS WALLSTENT UNISTEP 100CM 70 MM75CM24MM,C1876,"5,824.00"
2162031,REVOLVE ADVANCED ADIPOSE SYSTEM,,"2,100.00"
2162033,SYSTEM BONE CEMENT ARTHREX DELIVERY MIX SMALL APPLICATOR,,980.00
2162035,STEM FEMORAL ECHO BIMETRIC 135D STAND OFFSET 135MM 11MM HIP,C1776,"7,800.00"
2162036,SHELL ACETABULAR G7 POROUS E HEMISPHERE OFFSET 52MM HIP,C1776,"4,000.00"
2162037,LINER ACETABULAR G7 ARCOMXL E ID36 MM HIP HIGH WALL,C1776,"2,400.00"
2162038,SURFACE ARTICUL PERSONA VIVACIT 10-12GH 14MM KNEE LT CNSTRN,C1776,"3,600.00"
2162046,SYSTEM FOCAL ABLATION,,"7,400.00"
2162047,SYSTEM FOCAL PEAR ABLATION,,"9,000.00"
2162048,UNIT CRYOSURGICAL C2 CRYOBALLOON REGULAR CARTRIDGE,,200.00
2162049,CATHETER GUIDING MACH1 LIMA CURVE 55CM 6FR 0.07IN PERIPH,C1887,564.00
2162050,INSERT TIBIAL TRIATHLON 4 H11 MM CRUCIATE SUBSTITUTING,C1716,"12,103.00"
2162051,AUGMENT TIBIAL TRIATHLON 4 H10 MM LEFT MEDIAL RIGHT LATERAL,C1776,"6,125.00"
2162052,AUGMENT TIBIAL TRIATHLON 4 10MM KNEERIGHT MEDL LEFT LATERAL,C1776,"6,125.00"
2162053,CONNECTOR ROD PARALLEL SPINE RAIL CLOSE POSTERIOR FUSION,C1889,"2,879.00"
2162054,CONNECTOR ROD PARALLEL SPINE RAIL OPEN CLOSE POSTRR FUSION,C1889,"2,879.00"
2162055,LINER ACETABULAR PINNACLE ALTRX 10 D +4MM 68MM 36MM HIP,C1776,"2,228.00"
2162056,SCREW BONE VUEPOINT II L26 MM OD4 MM SPINE FAVORED ANGLE,,"3,000.00"
2162057,RELINE-O COCR ROD 5.5X600MM STRAIGHT,C1889,"2,180.00"
2162059,PRIME BIOFOAM SHELL 54MM,,"4,800.00"
2162060,PRIME A-CLASS XLPE LINER 36MM,,"3,020.00"
2162061,SCREWBONE NIOBIUM 25FULLTHREAD 32MM5MM4.3MM SELFTAP STARDRV,C1713,995.00
2162062,GRAFT SYNTHETIC TISSUE PRO-DENSE 10 CC INJECTBLE REGEN,C1713,"15,320.00"
2162063,WIRE FIXATION KIRSCHNER DARCO OD2.5 MM,,120.00
2162064,PLATE BONE LCPCOMBI 266MM RT 12HOLE 4COL 4.5MM SCREW,C1713,"9,102.00"
2162065,SCREW BONE LCP 25 32MM 5MM VARANGLE SELF TAP PLATE SY,C1713,915.00
2162066,SCREW BONE LCP STAINLESS STEEL L55 MM OD5 MM ODSEC3.5 MM,C1713,"1,239.00"
2162068,SCREW BONE LCP 70MM 5MM 3.5MM  PERIARTICULAR PLATE SYSTEM,C1713,"1,239.00"
2162069,SCREW BONE 4MM PARTIAL THREAD 70MM 5MM 4.4MM PLATE SYSTEM,C1713,871.00
2162070,SCREW BONE LCP 65MM 5MM 3.5MM PERIARTICULAR PLATE SYSTEM,C1713,"1,239.00"
2162071,GRAFT ENDOVASCULAR L3.3 CM OD28.5 MM ID24-26 MM AORTA,,"12,740.00"
2162072,GRAFT ENDOVASCULAR C3 NITINOL EPTFE 18CM 28.5MM12MM 24-26MM,,"44,372.00"
2162073,GRAFT ENDOVASCULAR GOREEXCLUDER 14CM 12MM CONTRALATERAL LEG,,"18,156.00"
2162074,GRAFT ENDOVASCULAR NITINOLEPTFE 7CM 12MM ILIAC STENTEXTENDR,,"12,740.00"
2162076,APC-30 PROCEDURE PACK 30ML 3ML-4ML,,"1,376.00"
2162077,SUTURE NONABSRBBLE PROLENE 5 0 C 1 24IN 2ARMMONOFILAMNTBLUE,,52.00
2162078,(RSVP)PILLOW NASAL MED SWIFT FX SYS FLEX STAB SOFT,A7033,25.00
2162081,INSERT ARTICULAR PERSONA VIVACIT-E 10-11 EF 14MM KNEE LEFT,C1776,"3,200.00"
2162082,STEM FEM PROTASUL100 PRS 125D 34.2MM 12 14 126.2MM17MM HIP,C1776,"12,538.00"
2162083,STEMFEM ECHOBIMETRIC 13D STNDRD OFFSET 150MM14MM HIPNONCLLR,C1776,"7,800.00"
2162084,WIRE FIXATION ALPS SHORT COMPRESSION,,132.00
2162085,SCREWBONE MAXVPC 2MM FULLTHRD 24MM3.4MM2.4MM CANNSELFTAPHEX,C1713,"1,004.00"
2162086,DRILL SURGICAL OD3.4 MM CANNULATED PROFILE NONSTERILE,,602.00
2162087,DRILL SURGICAL L4 MM OD4 MM CANNULATED PROFILE,,602.00
2162088,CATHTR DRNAGE ARGYLE SENTINELLINE EYEPVC 20IN 32FR THORACIC,C1729,22.00
2162090,SCREW BONE 2.2MM20MM3.5MM ELBOWCORTICAL NONLOCK SELFTAP TIP,C1713,184.00
2162091,SLEEVE GUIDE PIN,C1713,"2,440.00"
2162093,CAGE SPINAL COROENT PEEK 12D 30MM 11MM 9MM ANTERIOR TLIF,C1889,"12,800.00"
2162094,.018 STERLING MONORAIL BALLOON 2MMX40MMX150CM,C1725,880.00
2162095,.018 STERLING MONORAIL BALLOON 2.5MMX40MMX135CM,C1725,630.00
2162096,.018 STERLING MONORAIL BALLOON 3MMX40MMX135CM,C1725,630.00
2162098,SCREWBONE MAX VPC FULL THRD 16MM4MM CANN COMPRESSN HEADLESS,C1713,"1,856.00"
2162101,.018 STERLING MONORAIL BALLOON 3.5MMX40MMX135CM,C1725,880.00
2162102,.018 STERLING MONORAIL BALLOON 8MMX40MMX135CM,C1725,630.00
2162103,.018 STERLING OTW BALLOON 9MMX40MMX80CM,C1725,820.00
2162104,TROCAR LAPARSCPIC KIIFIOS 100MM5MM ABDMNL ZTHREAD SLEEVE,,112.00
2162105,SLEEVE LAPAROSCOPIC KIIFIOS 100MM12MM RETENTION DISC BALLN,,112.00
2162107,SLEEVE LAPAROSCOPIC KII 100MM12MM ABDMNL BALLOON RTNTN DISK,,64.00
2162108,SLEEVE LAPARSCPC KII 100MM12MM ABDMNLFIX BALLN RETENTN DISK,,56.00
2162109,LINER ACETABULAR G7 ARCOMXL E NEUTRAL ID32 MM HIP,,"2,400.00"
2162111,PLATE BONE FUSION CUP L14 MM 7 HOLE NONSTERILE,,"3,760.00"
2162112,SCREW BONE L8 MM OD2.4 MM ELBOW LOCK,C1713,300.00
2162113,SCREW BONE L10 MM OD2.4 MM ELBOW LOCK,C1713,300.00
2162114,SCREW BONE L12 MM OD2.4 MM ELBOW LOCK,C1713,300.00
2162116,SET THROMBECTOMY ANGIOJET 145CM15MM3-4FR 1.5MM OTW CATHTR,C1757,"8,500.00"
2162117,WIRE FIXATION KIRSCHNER L80 MM OD.8 MM,,56.00
2162118,DISPOSABLE SPETZLER MALIS BIOPOLAR FORCEP 7IN,,"1,757.00"
2162120,GUIDEWIRE VASC INQWIREPTFE ROSENCURVE 260CM.035IN FIXEDCORE,C1769,74.00
2162121,SLEEVE LAPARSCPC KII 100MM5MM ABDMNAL Z THRD ACCESS SYSTEM,,32.00
2162123,SCREW BONE MESA 2 60MM9.5MM SPINE POLYAXIAL DEFORMITY,C1713,"3,600.00"
2162124,CONNECTOR ROD RAIL OFFSET 50MM SPINE LATRL CLSD POSTRR FUSN,,"3,600.00"
2162125,MINI-MONSTER CANNULATED SHORT THREAD SCREW 2.0X40MM,,"1,079.00"
2162127,CATHETER BALLOON  .014 IN 150CM 220MM 3.5MM OTW,C1725,"1,000.00"
2162128,CATHETER BALLOON DILATATION BIOSLIDE .014IN 150CM100MM3.5MM,C1725,880.00
2162129,CATHETER BALLN DILATATION STERLING 80CM40MM4.8FR10MM,C1725,820.00
2162132,DISPOSABLE PIN 2.0X2,,468.00
2162135,SUPPORT ORTHO DRYTEX 2XL TUBE DONUT 26.5 29.IN KNEE PATELLA,,110.00
2162136,SUPPORTORTHO TITAN8IN THUMBLEFT ABDUCTNCNTROL ADJSTBLEANGLE,,118.00
2162137,SUPPORT ORTHO TITAN THUMB RT PULL STOCKINETTE TONGUE,,118.00
2162139,TRAY CENTESIS VM,,45.00
2162144,SPACEMAKER PRO BTT & OVAL,,"3,220.00"
2162145,PROBE NERVE STIMULATOR NICOLET CORTICAL BIPOLAR,,"1,479.00"
2162146,SETCATHTR OBRIEN12CM20FR INTRODUCER TROCAR NEEDLE GUIDEWIRE,C1769,333.00
2162147,MOBI-C CERVICLE DISC 15X19 H5 US,C1889,"22,800.00"
2162148,EQUINOXE HUMERAL STEM PRIMARY PRESS FIT 10MM,,"6,552.00"
2162157,BASE TI BOLT 5.0X17.5MM VARIABLE,C1713,"3,100.00"
2162158,STEM FEM TITANIUM HA 25D 46.5MM 140MM40.3MM10MM HIP COLLAR,C1776,"7,200.00"
2162159,LAPIDUS 3 HOLE NO ARM COMPRESSION PLATE RT PRECISION GUIDE,C1713,"9,800.00"
2162160,SCREW BONE GORILLA R3CON 18MM 3.5MM NONLOCK PLATE,C1713,622.00
2162161,COMPONENT FEMORAL LPS-FLEX NEXGEN F KNEE RIGHT CEMENT,C1778,"9,200.00"
2162163,CATHETER ANGIOGRAPHIC GLIDECATHGLIDE HYDRO 150CM 4FR .041IN,,"1,013.00"
2162164,CATHETER ACCU-VU 4FR OMNI FLUSH 0.35 100CM,C1887,402.00
2162167,TROCAR LAPKII 100MM5MM ABDOMNL ZTHREADED OPTICAL ACCESS SYS,,112.00
2162168,SCREW BONE 30MM2.7MM ELBOW PERIARTICULAR FRAGMENT SYS,C1713,318.00
2162170,SCREW 34MM2.7MM ELBOW PERIARTICULAR LOCK SMALL FRAGMENTSYS,C1713,318.00
2162173,SLEEVE LAPAROSCOPIC KII 100MM15MM ABDOMINAL ZTHREAD OPTICAL,,192.00
2162174,SLEEVE LAPKII 100MM5MM ABDMNL BALLOON RETENTION DISK,,64.00
2162175,STEM HUMERAL EQUINOXE OD14 MM SHOULDER PRESS FIT STERILE,,"6,552.00"
2162177,INTELLIS SENSOR MRI US EMANUAL,C1820,"68,900.00"
2162179,PRGM PAIN PTM INTELLIS PAPER LIT,C1787,"5,200.00"
2162182,VALVE AORTIC COREVALVE EVOLUT R PORC PERICARDM 26MM 20-23MM,,"120,000.00"
2162183,CATHETER DELIVERY SYS ENVEO R INFLOW OUTFLOW CONE BACKPLATE,,"8,440.00"
2162184,SYSTEM INTRODUCER EVOLUT R 26MM 29MM AORTIC VALVE LOAD,,"1,560.00"
2162188,"PREVENA PLUS 125 THERAPY UNIT, US",,"1,400.00"
2162189,KIT DRESSING 13CM PREVENA PEEL & PLACE PATCH STRIPS,,"1,180.00"
2162190,"STRAVIX 2 X4,PER SQ CM",Q4133,903.00
2162191,DRESSING WOUND PREVENA NEG PRESSURE ADHESIVE INCISION SYS,,"1,180.00"
2162192,"STRAVIX 3 X 6,PER SQ CM",Q4133,708.00
2162194,PREVENA PLUS CUSTOMIZABLE DRESSING KIT,,"1,516.00"
2162195,OVAL-8 SIZE 4,,34.00
2162224,GUIDEWIRE VASC GLIDEWIRE ADVANTGE ANGLED 260CM 25CM 0.035IN,C1769,720.00
2162227,KIT IMPLANT 10X11MM SPEED NITINOL 1.5X1.5MM,C1889,"4,262.00"
2162278,CATH DELIVER SYS PX400 VELOCITY 3D 160CM 2.6-2.95FR 0.025,,"4,228.00"
2162356,CANNULA BUTTON 12MM 3CM ARTHREX PASSPORT BUTTON CANNULA,,240.00
2162439,CAGE SPINAL 10 X 22 X 45MM COROENT 15D XL WIDE,C1889,"19,940.00"
2162440,CAGE SPINAL COROENT H7 MM CERVICAL INTERLOCK,C1889,"8,600.00"
2162441,SCREW BONE COROENT 13MM 4MM SPINE RESCUE SELF TAP,C1713,"1,280.00"
2162442,SCREW BONE COROENT 15MM 4MM SPINE RESCUE SELF TAP,C1713,"1,280.00"
2162443,CAGE SPINAL COROENT H9 MM CERVICAL INTERLOCK,C1889,"8,600.00"
2162444,SCREW BONE COROENT 12MM 4MM SPINE RESCUE SELF TAP,C1713,"1,280.00"
2162445,SCREW BONE L13 MM OD4.5 MM SPINE RESCUE,C1713,"1,280.00"
2162446,SCREW BONE L14 MM OD4.5 MM SPINE RESCUE,C1713,"1,280.00"
2162447,TEMPLATE ROD VUEPOINT II L120 MM,,345.00
2162448,SCREW BONE 4MM 34MM MAX VPC FULL THREAD CANNULATED COMPRESS,C1713,"1,004.00"
2162449,STEM FEMORAL AMISTEM-C NITROGEN 2 STANDARD HIP CEMENTED,C1776,"8,742.00"
2162450,HEAD FEMORAL BIOLOX OD28 MM HIP TAPERED,C1776,"8,992.00"
2162451,STEM FEMORAL CORAIL ARTICULEZE 125 48.5MM 155MM 40.3MM 13MM,C1776,"7,200.00"
2162452,ATTUNE KNEE SYSTEM TIBIAL BASE FIXED BEARING SZ 3 CEMENTED,C1776,"3,620.00"
2162453,ATTUNE KNEE SYSTEM TIBIAL BASE FIXED BEARING SZ 5 CEMENTED,C1776,"3,620.00"
2162454,ATTUNE KNEE SYSTEM TIBIAL BASE FIXED BEARING SZ 8 CEMENTED,C1776,"3,620.00"
2162456,PIN HALF HOFFMANN II APEX MICRO 45MM 12MM 2MM,C1713,688.00
2162457,CLAMP EXTERNAL FIXATION HOFFMANN II MICRO PERIARTICULAR,,"1,272.00"
2162462,ADAPTER CATH GOLDBERG 15CM 14FR URETERAL FOLEY DRAINAGE BAG,,92.00
2162467,HAWKONE SYSTEM ATHERECTOMY 6.6CM 114CM 107CM 7FR 3.5-7MM,C1714,"13,400.00"
2162468,HAWKONE SYSTEM ATHERECTOMY 6FR 3.0-7.0 L135,C1714,"13,400.00"
2162469,HAWKONE SYSTEM ATHERECTOMY 6F 2.0-4.0 L 151,C1714,"13,400.00"
2162470,SPIDERFX EMBOLIC PROTECT 4.0 3.1-4.0 320/190 0.014/0.36,C1884,"4,800.00"
2162471,SPIDERFX EMBOLIC PROTECT 5.0 4.1-5.0 320/190,C1884,"4,800.00"
2162472,SPIDERFX EMBOLIC PROTECT 6.0 4.5-6.0 320/190,C1884,"4,800.00"
2162473,SPIDERFX EMBOLIC PROTECT 7 5.5-7.0 CAROTID .0 320/190,C1884,"4,800.00"
2162474,SCREW BONE L60 MM OD11.5 MM SPINE SELF TAPPING MODULAR,C1713,"1,220.00"
2162475,STEM HUMERAL EQUINOXE OD12 MM SHOULDER PRESS FIT STERILE,C1889,"20,124.00"
2162476,ATTUNE FB TIB BASE SZ 9 CEM,C1776,"3,620.00"
2162477,INSERT TIBIAL GMK 3 H12 MM LEFT SPHERE FLEX,C1776,"3,000.00"
2162478,COMPONENT PATELLAR GMK 1 RESURFACING,C1776,"1,032.00"
2162480,INSERT TIBIAL EVOLUTION MP 5+ H10 MM KNEE RIGHT CRUCIATE,C1776,"4,000.00"
2162483,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137CM 20MM 2MM,C1725,"3,580.00"
2162484,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137CM 20MM 3MM,C1725,"3,580.00"
2162485,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137CM 20MM 4MM,C1725,"3,700.00"
2162486,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137 20MM 5MM,C1725,"3,200.00"
2162488,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137CM 20MM 6MM,C1725,"3,700.00"
2162489,CATH BALLOON DILAT ANGIOSCULPT 137CM 40MM 7MM 1 LUMEN,C1725,"4,400.00"
2162490,CATH BALLOON DILAT ANGIOSCULPT HELIX 137CM 40MM 8MM,C1725,"4,400.00"
2162491,CATH BALLOON DILAT ANGIOSCULPT XL HELIX 137CM 40MM 4MM,C1725,"3,870.00"
2162494,GORTEX VASCULAR GRAFT 8MMX70CM REMOVABLE RING,C1768,"7,584.00"
2162495,CATH BALLOON DILATION ANGIOSCULPT XL HELIX 137CM 40MM 5MM,C1725,"4,300.00"
2162496,CATH BALLOON DILATION ANGIOSCULPT XL HELIX 137CM 40MM 6MM,C1725,"4,300.00"
2162497,CATH BALLOON DILATION ANGIOSCULPT XL HELIX 155CM 40MM 3MM,C1725,"3,870.00"
2162498,CATH BALLOON DILATION ANGIOSCULPT XL .018IN 90CM 40MM 6FR,C1725,"4,400.00"
2162499,CATH BALLN DILAT ANGIOSCULPT XL .014IN 137CM 100MM 6FR 5MM,C1725,"4,400.00"
2162500,CATH BALLN DILAT ANGIOSCULPT XL  .014IN 139CM 100MM 6FR 6MM,C1725,"4,590.00"
2162504,SYSTEM FIXATION SPEEDBRIDGE BIOCOMPOSITE 19.1MM 4.75MM,,"9,944.00"
2162505,3 MM SUTURETAK PERCUTANEOUS INSERTION KIT,,780.00
2162507,NAIL INTRAMEDLLRY NATURL TI6AL4V 10D 36CM 8.3MM 11MM TIBIAL,C1713,"4,103.00"
2162509,ATTUNE FB TIB BASE SZ 7 CEM,C1776,"3,620.00"
2162510,COROENT XLW 15 14X22X60MM,C1889,"19,940.00"
2162511,SHEATH INTRODUCER GORE DRYSEAL 33CM 24FR 8.8MM 8MM DILATOR,C1894,"1,812.00"
2162512,STENT ENDOPROSTHESIS GORE FEP 10CM 26-31MM THORACIC AORTA,,"65,952.00"
2162513,STENT ENDOPROSTHESIS GORE FEP 10CM 37MM THORACIC AORTA,,"65,952.00"
2162516,TROCAR LAPAROSCOPIC KII L100 MM OD12 MM BALLOON BLUNT TIP,,112.00
2162517,HEAD FEMORAL ZIRCONIA COCR 05 NECK OD22 MM HIP C TAPER LIFT,C1776,"4,212.00"
2162519,"CONTRAST RAD OMNIPAQUE 350MG, 500ML, PER ML, PLUSPAK",Q9967,4.00
2162523,"CONTRAST RAD OMNIPAQUE 300MG, 50ML, PER ML, PLUSPAK",Q9967,1.00
2162524,"CONTRAST RAD OMNIPAQUE 300MG, 150ML, PER ML, PLUSPAK",Q9967,1.00
2162526,GUIDEWIRE ORTHOPEDIC L150 MM OD1.4 MM UNTHREAD,,"1,096.00"
2162527,ATTUNE FB TIB BASE SZ 6 CEM,C1776,"3,620.00"
2162530,STEM FEMORAL ECHO BI-METRIC 130D 145MM 13MM HIP,C1776,"7,800.00"
2162531,ORACLE EUS BALLOON - RADIAL,,72.00
2162532,ORACLE EUS BALLOON - LINEAR,,72.00
2162533,KIT IMPLANT 15X6MM MOBI-C 13MM SPINE CERVICAL,C1889,"22,800.00"
2162534,ELECTRODE ELECTROSURGICAL BUGBEE BALL OD5 FR,,338.00
2162535,POUCH 6.9X4.3IN OSTOMY REMOTE DRAIN ATTACH TAP CLOSUR EAKIN,,131.00
2162536,CAGE SPINAL 50X18X10MM COROENT XL 10D STERILE LATEX FREE,C1889,"17,100.00"
2162537,POUCH WOUND EAKIN L9.7 IN X W6.3 IN FISTULA TAP CLOSE,,232.00
2162538,"RELINE-O SCREW, 7.5X50MM TRACTION POLY",C1713,"3,580.00"
2162540,NAIL INTRAMED TI6AL4V 132D SPIRL FLUTE 40CM 11MM 13MM FEMOR,C1713,"4,322.00"
2162541,SCREW BONE TI6AL4V PART THREAD 65MM 6MM 3.5MM SELF TAP,C1713,562.00
2162542,"SCREW FLAT/DOME WASHER 2.7, 3.5&4.2 MM",C1713,403.00
2162543,SCREW BONE MAX VPC 1.5MM FLUTE 26MM 2.5MM 1.8MM SELF TAP,C1713,"1,004.00"
2162544,TRAY CATHETER 5FR POWERLINE 2 LUMEN 577ML PER HR,C1751,"1,100.00"
2162545,KIT CATHETER 7FR 65CM HICKMAN 2 LUMEN LOW PROFILE ADAPTER,C1751,600.00
2162547,CATHETER URETHRAL PUREWICK NATURAL RUBBER LATEX,,26.00
2162551,LEAD NEUROSTIMULATOR 1 PIN,C1778,"28,972.00"
2162552,PLUG ANCHOR COMPRESS 16 MM SHORT HIP,,"4,800.00"
2162553,SPINDLE ORTHO COMPRESS C400 LB LG SHORT 44MM ANTIROTATN PIN,C1889,"16,608.00"
2162554,SLEEVE CENTERING COMPRESS OD20 MM HIP,,"1,680.00"
2162555,CAGE ACETAB TRABECLR METAL 60MM SHORT 56MM 58MM 48MM HIP LT,C1776,"14,088.00"
2162556,LINER ACETABULAR LONGEVITY 10D OBLIQUE 48MM 28MM HIP REVISN,C1776,"7,368.00"
2162558,BODY FEMORAL COMPRESS POROUS 8.5CM KNEE RT SEGMENTAL,C1776,"33,576.00"
2162562,LINER ACETABULAR G7 ARCOMXL F ID36 MM HIP HIGH WALL,C1776,"2,400.00"
2162563,STEM FEMORAL ECHO FX COCR OFFSET OD11 MM HIP LATERALIZE,C1776,"4,600.00"
2162564,SCREW BONE 4MM 36MM VUEPOINT II SPINE MULTIAXIAL NONSTERILE,C1713,"3,000.00"
2162565,SCREW BONE 4.5MM 36MM VUEPOINT II SPINE MULTIAXIAL,C1713,"3,000.00"
2162572,"IMPLANT HIRESULTRA HIFOCUS SLIMJ ELECTRODE, PRICED AS SYS",L8614,"101,684.00"
2162574,NAIL INTRAMEDULLARY  TI6AL4V 130D CCD LT 32CM 13MM 15.5MM,C1713,"5,632.00"
2162575,INTRODUCER SHEATH 7FR 90CM RAABE SHORT DILATOR TIP .038IN,C1894,180.00
2162576,TRAY HUMERAL COMPREHEN COCR PLUS 5MM 44MM SHOULDER REV SYS,C1776,"4,400.00"
2162577,STEM FEMORAL ECHO BI-METRIC 130D 150MM 14MM HIP,C1776,"7,800.00"
2162578,CAGE SPINAL 50X18X12MM COROENT XL 10D PEEK COALITION,C1889,"19,940.00"
2162580,STEM FEMORAL 150MM 12MM ARTICULEZE 135D 41MM 38.5MM HIP,C1776,"7,200.00"
2162582,LINER ACETABULAR DYNASTY A-CLASS 15D 28MM HIP CUP SYS GRP B,C1776,"3,020.00"
2162583,HEAD FEMORAL BIOLOX DELTA +0 MM OD28 MM MEDIUM NECK,C1776,"4,400.00"
2162585,ATTUNE FB TIB BASE SZ 2 CEM,C1776,"3,620.00"
2162586,FLEXINEEDLE 16G 25CM NO LUER LOCK WITH TUNGSTEN OBTURATOR,,208.00
2162587,FLEXINEEDLE 16G 20CM NO LUER LOCK WITH TUNGSTEN OBTURATOR,,208.00
2162588,COIL EMBOLIZATION AZUR CX HYDROCOIL HYDROGL .018 IN 2CM 2MM,,"3,000.00"
2162589,COIL EMBOLIZATION AZUR CX HYDROCOIL HYDROGL .018 IN 4CM 2MM,,"3,000.00"
2162590,INTEGRA BOVINE 10IN X 4IN BILAYER (259 SQ CM) PER SQ CM,Q4104,166.00
2162591,SCREW BONE TRAVERSE L60 MM OD6.5 MM SPINE NONSTERILE,C1713,"1,760.00"
2162592,PLATE BONE L15 MM SPINE FIX TRAVERSE,C1713,"18,600.00"
2162593,SCREW BONE RELINE 2C L45 MM OD7.5 MM SPINE POLYAXIAL,C1713,"4,800.00"
2162594,SCREW BONE RELINE 2C L40 MM OD7.5 MM SPINE POLYAXIAL,C1713,"4,800.00"
2162595,"RELINE MAS SCREW, 8.5X45MM 2C POLYAXIAL",C1713,"4,800.00"
2162596,"MINI-MONSTER CANNUL, SHORT THREAD SCREW, HEADLESS, 2.0X38MM",C1713,"1,079.00"
2162597,TIP CANNULA K-WIRE L150 MM OD.9 MM 2 END TROCAR SMOOTH,,91.00
2162598,STEM FEMORAL ECHO BI-METRIC 35D 145MM 13MM HIP,C1776,"7,800.00"
2162600,PROCOTYL PRIME BIOFOAM SHELL OD SIZE 58MM,C1776,"4,800.00"
2162601,PROCOTYL PRIME A-CLASS XL ID SIZE 40MM,C1776,"3,020.00"
2162602,ATTUNE FB TIB BASE SZ 4 CEM,C1776,"3,620.00"
2162603,CAGE SPINAL COROENT XL 15 D WIDE L60 MM X W22 MM X H10 MM,C1889,"19,940.00"
2162604,"RELINE-O SCREW, 5.5X35MM TRACTION POLY",C1713,"3,580.00"
2162605,SCREW BONE TITANIUM L10 MM OD3 MM STERNAL SELF DRILL LOCK,C1713,875.00
2162606,SCREW BONE 12MM 3MM STERNAL SELF DRILL LOCK FIXATION SYSTEM,C1713,875.00
2162607,SCREW BONE TITANIUM L14 MM OD3 MM STERNAL SELF DRILL LOCK,C1713,875.00
2162608,PLATE BONE MATRIXRIB I WIDE H2.8 MM RIB 11 HOLE,C1713,"4,839.00"
2162609,STENT TRACHEOBRONCHIAL ICAST .035 IN 59MM 120CM 8MM 7FR,,"11,100.00"
2162611,SCREW BONE RELINE-O 4S 55MM 6.5MM SPINE MODULR SHANK TRACTN,C1713,"2,000.00"
2162613,SCREW BONE RELINE-O 4S 40MM 5.5MM SPINE MODULR SHANK TRACTN,C1713,"2,000.00"
2162614,"RELINE-O SCREW, 6.5X40MM TRACTION POLY",C1713,"3,580.00"
2162615,"RELINE-O SCREW, 6.5X45MM TRACTION POLY",C1713,"3,580.00"
2162616,SCREW MAXVPC 2MM FULLTHRD 16MM3.4MM CANNU SELFTAPHEXAGNL,C1713,"1,004.00"
2162617,GRAFT STENT VALIANTCAPTVIANITINOL 192MM200MM32MM22FRTHRACIC,,"70,182.00"
2162619,ROD SPINAL RELINE TITANIUM LORDOTIC 140MM5.5MM,C1889,"2,380.00"
2162620,ROD SPINAL RELINE TITNIUM LORDOTIC 150MM5.5MM,C1889,"2,380.00"
